文件名,文章内容,作文题目,作文分数
qinglihou_200209550523250090.txt,"随着现代的发展和社会变化,如今人和人之间的问题越来越严重。尤其是代沟,真是对社会产生不良的影响。代沟不把社会安定下来,不把社会明朗起来。因为这样,我们应该解决这个问题不可。那么,我们如何解决这个问题呢?
我想要解决这个问题就需要两个要素。一个是理解对方还有一个是互相尊重。代沟这个问题大部分都是各自只想各自的事，根本不考虑对方的立场，而且双方都不肯接受对方的意见还看不起对方而造成的。
于是我认为最重要的是理解对方与互相尊重才是对解决代沟问题来说最基本的方法。",如何解决“代沟”问题,60.0
qinglihou_199804123523100162.txt,"我来北京差不多三年了。这期间我一直在语言学院学习汉语。我刚来北京时，连你好也说不出来。因为此前从来没学过汉语，不过一直到现在我的水平慢慢地提高起来。有时候我觉得我自己非常骄傲，特别是见到刚刚来到北京的外国朋友的时候。
我在北京度过的短短的这两年的时间，我经历的事比较多。特别是我的学习当中。对我来说学汉语是一件不容易的事。因为学汉语，要认识的词汇特别多，有声调，语法也很复杂。有时候这几个东西给我很多麻烦。
大概两年前我来北京才过了六个月的时候我个叔叔来北京看看我，我应该去机场接他，那时候我的口语水平还有点差。我在学校坐一辆出租车对司机说，“去首都机场。”然后那个司机马上开了车向首都机场。那时候我特别累不知不觉睡了。不知过了多少时间，我被司机的“到了”这一声吵醒的时候，我非常吃惊。因为司机把我拉到首都剧场了。以后通过跟司机的谈话，这是因为我的发音不好造成的。",学习汉语的苦与乐,70.0
qinglihou_200105550523150181.txt,"亲爱的爹妈。
中国有一句俗话：“儿行千里母担忧”自从我不远千里地到中国去留学，您们对我的关心、担心，我都能理解。
让一个年龄不满二十岁的儿子去国外留学，这也是一般的父母都不敢做的决定。很多人都佩服这一点。您们相信我，信任我支持我……这都是让我坚持学习，坚持努力的原动力，精神上的帮助。这次我考上了北京大学，全靠着爹妈的鼓励。
我不想再对您们说“感谢”这两个字了。我知道现在的我，怎么对你们表示感谢也不够还知道，你们这样帮助我，也不是为了什么感谢或者什么补尝。我只能去全心全力的努力学习，这才是我为你们能做的唯一的事情。
前几天5月8日，是韩国的“父母节”那一天晚上我拿自己挣的一点钱去买了三张音乐会的票，但是当时爸爸有急事不能去。我感到十分遗憾以后再有音乐会的话我会再创造一次这样的机会的。
论语有云：“令之孝者，是为能养。至於犬马，皆能有养。不敬，何以别乎？”
我尊敬你们！我爱你们！爸爸、妈妈！",一封写给父母的信,75.0
qinglihou_200405522522250032.txt,"大量的科学实验已明确证实了吸烟对人体健康有很大的危害。这已是人人皆知的事实。
首先，烟草中含有尼古丁和其它化学物质，能引发许多严重的呼吸系统疾病。此外，吸烟会引起神经衰弱，影响生殖能力。对于个人健康来说，吸烟简直是有百害而无一利。
瘾君子们若独自吸烟，还只等于慢性自杀，对别人无害。可恨的是在公共场所吞云吐雾的人。他们不但污染空气，让别人抽二手烟，受池鱼之殃，还常常随地弹烟灰、扔烟头，破坏市容整洁。乱扔烟头还有可能引起火灾，使公共财产遭受损失。
此外，街头上到处有人叼着烟头，对少年们会造成不良影响，使天真的少年们产生模仿的念头。
总之，吸烟对于个人健康、公众环境和下一代都有不良的影响，这点是无疑的。
据说某市政府新近规定，在公共场所边走边抽烟的人将被罚款。真令人拍手称快！我希望人们在认识到吸烟的危害的同时，也能采取措施，坚决禁烟，使吸烟的人们越来越少。",吸烟对个人健康和公众利益的影响,95.0
qinglihou_200510111523100433.txt,"现在韩国的流行歌曲的程度已经很高了。学生、事业家和老年人等等，好多人喜欢歌曲
歌曲也可分成几部分，大概青少年喜欢的，和老人喜欢的歌当然不一样。比方说年青人喜欢的歌给老年人听一听，他们就不太明白。而且当然不喜欢。
最近明星歌手们的人气特别棒。一个明星来唱歌，那么很多人喜欢来看他。这样赚钱也真不少。所以好多的歌手只脸好看，唱得好。因为这样的事情，才出现不喜欢的人。
我 觉得不喜欢听音乐的人世界上没有，只是不要听唱不太好的歌，可是越来越改变流行歌曲的问题，就是出现全都好的歌手，所以不喜欢流行歌曲的人也应该少点。
我呢,特别喜欢听流行歌曲。韩国的、日本的、中国的、欧美的等等。好听就喜欢听。这样几年听音乐当然知道的歌多，但是歌手的脸一点也不认识。可是不认识也没关系。我只是喜欢听音乐。
我希望出现不喜欢的人也变成喜欢的歌。世界人都进入美丽的歌里这样的歌有的话，没有不喜欢音乐的人。",我看流行歌曲,55.0
qinglihou_200209550523150028.txt,"代沟问题有三种解决方法。其一 互相了解对方的行为方式、生活态度以及价值观念等方面而形成融洽的家庭，家长也不懂子女的心态如何，子女也不太认识老一辈儿的观念，新的观念也有弊病。旧的观念也有弊病，所以在议论双方观念的是非之前，应该以了解对方的态度来对待对方。其二，包括家长在内的老一辈儿要不断地努力跟上现代新的潮流。虽然现代的思想观念包括物体并不是都有益，但是相对来讲，现代所有的东西显然比过去有进步。家里的家长们应该意识到这一点儿努力利用现代的产物，跟家里的子女一起享受进一步的现代生活。其三，容易跟得上时代的风尚的年轻人也要注意旧的也有旧的好处，它们并不是都一律古老，陈旧。在社会发展越来越快的这个时代，过去的观念也会给我们带来很安定，平静的生活气氛，打个比方说，我父亲虽然很保守，但他的安分知足的生活态度，我一向是欣赏的，像我一样生在这样忙碌的现代人也应该考虑这一点。
代沟问题伴随着社会的发展而产生，我们应该首先考虑你是我的父母，你是我的孩子而解决代沟问题",如何解决“代沟”问题,65.0
qinglihou_200505522522250034.txt,"在不同的男女相识的方式中，我认为最理想的是在偶然的机会相遇、相处过一段不算短的时间、彼此互相了解后再走在一起的方式。
一对男女如果从小就在一起，彼此的所有好习惯和坏习惯都非常的清楚、了解，将来他们可能是一对令人羡慕的夫妇。但是，有些则是因为太清楚、太了解对方，有些时候就会因对方的某些缺点而不能继续地包容下去，最后导致两人各走各路。
我的父母他们不是从小就在一起长大的，是在偶然的机会中认识，他们是相处过一段不太短的时间、彼此都互相了解后才走在一起的。在他们度过的岁月里，酸的、甜的什么味道都有，但他们还是互相信任、互相依赖，坚持走到现在。我很羡慕我的父母，他们到现在还是很恩爱，彼此都很包容对方，我到现在还没见过我父母亲为一点小事争吵不休的样子。我也希望将来我也能和我的父母一样。
现实中，很多男女在认识的过程中，彼此都会有所隐瞒，深怕自己不好的一面被对方发现。而在结婚后，所有的缺点都一一暴露出来了。",最理想的结交方式,75.0
qinglihou_200112576525200005.txt,"每个人可能都有挫折的经验。当然我也体验过。对我来说，最大的挫折就是离婚。三年前我离了婚。结婚时没想到自己体验这种“挫折”。结十五年婚后，夫妻两个人的感情就没了。
我离了婚就离开日本去北京留学了。将来我得养活自己。我没有什么本领，但我一直喜欢学汉语。当时我的汉语水平还很低。四十来岁的女人在日本社会找到工作很不容易。为了提高自己的汉语水平，我进了北京大学。
我在北大拼命地学习。如果我没去留学的话，现在可能还没找到正式工作吧。我在北大学了一年汉语，通过HSK9级考试。两年前回到日本就找到了一个工作，是教中国孤儿的后代日语。后来有一位大学老师推荐我当汉语老师。我现在在一所私立学校当汉语老师。
现在我的生活比以前好多了。有精神自由，身体也变好了。一年当中，跟前夫和儿子见面时，我们虽然生活不在一起，但心情比以前好得多。
我面对“离婚”——这一个挫折时，感到这是一个好机会。汉语里有塞翁失马的说法。面对挫折时，我没有想到好机会，只想自己的苦境，那么现在的我到底怎样生活呢。
所有的人肯定面对大小的挫折，我告诉大家，这就是人生的一个好机会。人生没有真正的挫折。",如何面对挫折,65.0
qinglihou_199500533533100129.txt,"我受他的民族志气熏陶，敬佩他的奋斗精神。
在我的成长过程当中，我原先是没有志向的。自从他唤起了我的民族志气后，我就立志当一名渔业家。因为我认为，世界市场不能只是美、日、欧的天下，炎黄子孙必须占有一席重要的位置，尤其是在高新技术产品的市场。
立志后，我多方面、多学科地努力学习。在学习过程中，碰到了困难，我就会想起青年毛泽东清晨以冷水淋浴的坚强意志。我喜欢这种坚毅，我要求自己也不怕困难挫折。每一个成功的企业家，无一不是从失败的经验教训中成长起来的。
毛泽东所处的历史时期，注定他的民族自强道路，首先是民族的自我解放。今天，在我们所处的时代，民族自强的中心点，就是在经济层面上，在世界市场上与他人争霸。假如没有毛泽东民族自强精神的启发，假如没有他奋斗进取的驱动，今天的我，仍将是一个蒙昧无知的青年，仍将是一个没有目标、迷航的小鸟。
父母提供了我头发身体，供我求学受教育；社会保护着我，给我安定的环境；而他，毛泽东，一个历史人物，却给了我方向，引导我立志，让我的生命有了目标。我要衷心地感谢他，一个对我影响最大的人物。",记对我影响最大的一个人,95.0
qinglihou_200505204525200046.txt,"我们出生时，不仅国语也不会说。但是年岁越来越大，我们会说。这是我们从父母受到影响了。
我认为小孩子的第一个老师是父母。因为小时候，大部分的孩子每天跟父母在一起。而且首先他们听自己父母说话。小时候，不知道这是什么意思，可是在父母一起谈话中，他们学说话。这样一来我们从父母谈话中，知道怎么说话和语言。
除了说话以外，也我们从他们受到很多影响，比如我小时候，我很喜欢妈妈。所以我四六时中，一直在妈妈的附近。我妈妈有工作，所以每天很忙。可是她除了工作以外，也有家务。所以我妈妈天早上六点起来，晚上1点睡觉。可是这样生活也妈妈看起来很幸福。那个时候，我想，为什么妈妈每天过这样的生活也幸福呢？我现在，才明白了。的话，她非常幸福了。我将来想成为像妈妈那样的人。",父母是孩子的第一任老师,55.0
qinglihou_199409543634100201.txt,"许多朋友同学都问我，作为一个以英语作第一语言的华裔来说，学汉语到底有什么好处，我就老爱回答：学汉语本身就是莫大的好处。
为什么呢？汉语又不是拼音文字，不好记又不好写，而且我从小不是生活在汉语言的社会里面，不要说学起来事倍功半，根本可能学不会。不是吗？每周只有三两小时的中文课，高校里面又没有这一科，要不是我坚持在中文学校以外的时间多读、多写、多练，尽量跟亲戚和中国朋友多讲一点儿普通话，则恐怕在过去的二十年里面不会有那么大的进步，甚至可能已经像我不少的朋友一样半途而废。
我对汉语的兴趣不仅维系在学习和进步的关系上，实在我对汉语不只有学习的习惯，而且我已经对它发生了感情——是一种对国家民族的深情。因此我不会因为]我的汉语水平比一般的外侨高而感到骄傲，反而我会想到教育下一代侨胞的责任。到香港来接触中国文化是我现在的一个发展，回美国去推广中国的语言文化也是我的深切愿望和学习动力。
汉语，我爱您，希望您能给一个机会好好的令您在世上发光发热。",学习汉语的苦与乐,80.0
qinglihou_200105550523250139.txt,"爸爸、妈妈，你们好！
我是你们两位老人家的乖女儿今天虽然不是父母节，但是我很想写封信来表达在平时你们照顾我的恩惠！平时说起来有点
平时说起来有点不好意思。可我在心里总是感谢着你们。我这个不听话的女儿，总让你们俩生气，而且让你们常常说：
“你这个无可救药的孩子，爸妈对你已经没什么希望了！”
可是你们还是那么疼爱着我，照顾着我……我感到非常抱歉！我已经多次下了决心，不会再让你们对我感到失望，可是总是出错……但是！现在的我已经不是以前的我了。从今年开始，我上了高一，不再是什么不懂事的初中生了。现在的我，不会再出错了，这次的决心我不会把它改掉，一定会坚持下去的。爸爸，妈妈！请看着我！我一定会成为让你们感到高兴的女儿！
最近妈妈身体不好。我好希望代妈妈生病呀！我很想见到健康的妈妈，欢笑着的妈妈！我会尽量帮您做事的。所以你就算为了我，一定得快点好起来！
爸爸！虽然您和我之间的谈话并不多，有时候我对您并不满意，但我还是爱着您的！我常常回忆着小时候和您一起看月亮，下次我们再一块去吧！",一封写给父母的信,70.0
qinglihou_199904123919100094.txt,"在生活中,不管做什么人偶尔遇到困难或者挫折，根据我个人的经验，我一般采取勇敢的态度面对困难，不然生活的一些困难会让人感到十分烦恼。
　不要怕挫折，如果你想做什么，但是做起来之前有点害怕会失败，那往往结果就是失败了，做事要满怀自信，勇敢以后结果更可能是成功的。
　当然满怀自信与勇敢不一定让你得到成功或如意的结果，但是这种态度肯定给你帮助没有自信的人在生活中常常没出息这是因为他们总是不相信自己遇到困难的时候很着急以后失败了这个挫折对他们来说是很大的事，不会忘记它。这种现象在社会上很普遍，因此很多人一直没出息老是怕处理新的事情。
　我再举一个例子，来说明我怎么处理一次挫折。高中毕业后，我想上的一个大学给我写一封拒绝信。那天我当然有点失望和难过，但我知道我有能力，所以这是那所大学吃亏不是我吃亏，几天后我充满了自信，勇敢申请另外一个大学，这个大学让我上我所想选择的课我成绩都不错的 ，而且毕业那天我真的觉得虽然一次被拒绝我还出息的",如何面对挫折,70.0
qinglihou_200305576525200014.txt,"关于这个静音环境的问题，我的看法是对人体有危害的。当然噪声的危害也有。总得来说，我觉得静音和噪声是在我们的日常生活中都必不可少的。
我有一些经验。我出生在一个郊区。那有大河、竹林还有森林。白天能听到鸟的美丽的歌声，晚上能听到虫子的响声，都很美好而且比较安静的环境。我是这样的环境中长大的。但是有一天，我为了上大学离开故乡，而在有一个大城市开始一个人的生活。我租的房子在大马路边。所以非常吵，特别大卡车通过马路时，吵得要命。我刚来到那儿的时候，晚上我不能睡觉。差不多一个多月才习惯，就能睡觉了。我现在已经习惯那个环境了。但是特别奇怪的是，暑假回家的时候，我很感到安静。但晚上睡觉时，太安静了，而且感到恐怖反而我不能睡觉了。
这个说明，我们的生活中，只有静音的环境或只有噪声的环境是对我们的人体不好的。我觉得还是需要静音和噪声——这两个的均衡的关系。",静音环境对人体的危害,65.0
qinglihou_200307204523200007.txt,"随着社会的发展，人民享受丰足的生活，从此人们才认识到环境的重要性。
人们为了生产需要的粮食而使用化学农药，我也认为人的生命比任何的事情都重要，可是我们不可忽视的事情就是我们的地球是唯一的生态空间。如果现在不做到保护环境的话，我们可能失去所有的东西。
绿色食品是一种保护环境的措施。它不仅有利于环境，而且对人的健康也好处。如果第一次生产绿色食品的话，可能导致农产量的下降。但是在一定的农田一直生产它的话，我相信它的产量就上升，因为所有的植物都具有很强的生命力。
还有现在的科学一天比一天发展，先进的科学技术一定能对它有大大的帮助。
现在的地球受过伤，如果现在我们不重视它的话，我们一定遭受更大的灾难。
",绿色食品与饥饿,65.0
qinglihou_200510540540200032.txt,流行歌曲：对着本题的题目是有关流行歌曲。我本身也很喜欢听流行歌曲，记得在小时候家里没有录音机只有收音机每逢在收音里听到新的流行歌曲就觉得很想去学，尤其是中文歌曲，但那时候在我的年龄时代在印尼国家是不可念中文，所以我从这歌曲方面有了兴趣，一直在学习中文歌曲，无论是老歌或是流行歌曲我都很乐意去听去学其它方面就是喜欢在歌厅听歌但是对于歌星方面我不太了解因为我对那位歌星印象不深我只要的只是听他们所唱的歌曲而之所以你要的特他只定是那位唱的比较好我比较没意见只要是歌星一定会唱得比我们一般人好我也不会像般歌迷们到痴迷的程度我对流行歌曲这一段我大概就只能讲到这些而已，接下来我也不知道该写什么，因为我一时很紧张，也写不出什么作文好，连刚才第一考试卷我也答不出来了太紧张了真不好意思。,我看流行歌曲,60.0
qinglihou_200510302523200010.txt,"现在走到街上会听到的歌都是流行歌。这说明流行歌受人们的欢迎。但也有的人很蔑视流行歌曲。
我很喜欢听流行歌曲。我想很多人喜欢听流行歌曲的原因和我一样，是因为流行歌反应了我们平常生活的实事和当时社会的最主要、受欢迎的一些问题。比如说男女平等、爱情问题、政府问题等等。但现在一般的歌曲都谈论爱。这就引起了一些人的反感。
流行歌也有些坏处。首先，影响儿童的思想。我的弟弟才5岁，但他受到我的影响，听了很多流行歌。他虽然不懂意思，但每天都跟我一起唱那些谈爱情的歌。然而这流行歌引起了很不好的影响——不听儿童歌而且不喜欢学习。通过这个问题我们就会想到一个问题，儿童应该少接触流行歌。这甚至于学生。他们听多流行歌就会对唱那首歌的歌手痴迷。但我想那也是“一会儿”而已。所以我们不必担心。
总体来说，我还是赞成听流行歌。我想学生们只在不过度的限度内听歌、追歌星可以的。",我看流行歌曲,65.0
qinglihou_200205205525200009.txt,"“安乐死”的情况比较复杂，因为死去的患者到底真的愿意不愿意，这一点只有一些跟患者亲近的人才知道。要把跟感情非常有关系的这种事情用无情的法律来判决，那么应该通过更详细的调查之后，才下判断比较好。
看了《“安乐死”风波》这篇文章之后，不由得感到法律的无情。虽然法律是应该为了保护人民的权利而制定的，但是这两位夫妻的恩情之间不应该需要任何法律的插入。丈夫看到自己亲爱的妻子那么痛苦，而且知道她的病永远不治好，只能等待着以后会来到的死亡，这怎么能忍受呢？妻子也是，一定会不愿意给丈夫添麻烦，总要死去，那么还是早一点跟丈夫分别好。这样的决心不是一次两次就决定的了的，而他们经过很长时间的考虑和痛苦才下了决心，所以如果有这种情况的话，我认为还是让他们自由的好。
另外，患者在根本不愿意死的情况下，居然被亲人做了“安乐死”，那么应该用严重的刑法来罚。死去的人没有发言权，只能任无情的杀人犯自由。有的确实很嫌照顾患者，无情无理地杀人，这种情况也越来越多。
于是，说到“安乐死”，里面包含着的问题其实实在太多，真是一言难尽。所以除了真正有关系的人（丈夫、患者和他们的亲戚）以外，我们一般的、还没有见识过这种情况的人也应该平时多注意这些问题，多思考一下。这样的话，将来一定会有“安乐死”的更好的理解方法以及判断方法。",如何看待“安乐死”,80.0
qinglihou_199409543501200208.txt,"我是中国人，又居于香港，所以在学习汉语的“读”和&quot;写&quot;方面并没有太大的困难；但在“听”和“说”方面，却一直面对困难，因为缺乏理想的语言环境，所以，以下我会就这方面，说说自己学习汉语的苦与乐。
记 得初说汉语（普通话）时，朋友们常常都跟我说：“请不要再说了，你说得那样吃力。你知道吗？我们也听得很辛苦。”每当我听到这样的话，内心都很难过，很想放弃。但经过一番思想斗争后，又觉得若不争取机会，自我制造语言环境，又怎能把它学好呢？于是，当下次见到朋友时，又跟他们說起普通话。那段日子，朋友们都避开我，或是脸上满是厌烦、无奈的神情，令我既感难受，又感到愧疚。我想这是学汉语的苦。
然而，当我收到考普通话考试合格的正式通知单后，我又无比欢欣。现在，我可以和人用普通话交谈，发表自己的意见，抒发自己的感受，我又觉得一切的痛苦都是值得的。
所以，我觉得自己从学习汉语中感受到人生的真正意义，就是经过痛苦的快乐，才是最大的快乐。所以，我认为学习汉语对我来说是乐多于苦的。",学习汉语的苦与乐,95.0
qinglihou_200306680519150044.txt,"我认为世界上的事是没有绝对的，男女分班存在利与弊，所谓刀没有两边是利，男女分班的好处与坏处是要看整个环境的需求，这里我较赞同学者的看法，我认为男女不应该分班或全校是纯男生和纯女生，我反对男女分班。
男女在心理和生理都不同，儿童时与少年时，他们都觉得好奇，想探索对方，我认为这是很正常的。当男女在一起时，好奇心不强了，他们就习以为常。男女合班在一起有一定的好处，例如男的多数是刚强的，有同班的女生在一起，女生可以产生辅助作用，与男生相辅相成，男的粗心，女的细心，相辅之下，学习道路上更愉快。虽然男女合班会导致他们早恋，但是分班的男女也可以种种途径去寻找对象谈恋爱。所以说家长认为男女分班可免去男女早恋，我认为是一种不实际的说法。
男女分班也造成往后他们进入社会时的一种心智的不平衡，当男女成人后，大家一起在同一间公司做工，他们才来好奇，才来探索，我认为这会影响公司的业务，人类的心智是否平衡是从小培养起的，男女分班有可能长大后心理不平衡
学校就是一个小社会，正确的心智应该正确培养，男女合班确是好处多过坏处，男女合班所带来的坏处应由其他方面来解决，例如通过心理辅导来解决，而不是用男女分班来达到目的。
最后，我重复声明，我支持学者的观点，我反对男女分班。",我对男女分班的看法,75.0
qinglihou_199604123523200149.txt,"我曾经大一的时候，遇到过这个问题。那时候，我的思想里没有什么想法，所以说不出什么意见来。可是，现在我面对着“安乐死”问题要表明“反对”。因为这不仅是违法，而且违背伦理道德。
为了一个病人的安乐，周围的人同意把他杀死。那么，我不知死者会不会安乐。可是周围的人呢？我想他们肯定一辈子都忍受着杀人的罪恶感过岁月。
上面提到的这件事，我感到非常痛苦。到底惩不惩罚丈夫？我想，不惩罚丈夫也是肯定很难过的。
把他放在 监狱里，有什么用呢？",如何看待“安乐死”,50.0
qinglihou_200203522522250021.txt,"人生活在这世界上会因不同的环境，不同人的影响而有所改变。如果问我说：“谁对你影响最大”，我的回答是：“一位老师”，一位在我缅文小学时代中对我影响最大的老师。
这位老师是一个缅甸人。老师他为人老实，很热爱同学，常常亲切地和同学拉家常。那时我还是一个十岁左右的小女孩。我从小就很不爱说话，不喜欢和人相处，又因父母离婚所以对谁都不信任。其他的老师都把我看作是叛逆的孩子，不愿给我一丁点的温暖。直到有一天，班上换了班主任，这位老师见我常常一个人独处，便常常接近我，教我和别人相处，让我渐渐从我的小世界里走了出来。从那以后，我不再是一个人，我的身边总有一群朋友。老师一直教了我三年，这三年中我从他那里学到了许许多多的知识以及做人的道理，如不是他给我父母般的关怀，如不是他带我走出孤独的世界，就没有今天的我。
当我长大懂事后，想回报他对我的恩情时，我已经迟了。因为老师在三年前已经逝世了。听说他是为救他人而牺牲自己的。
老师！谢谢您，是您让我的一生有这么大的改变，我永远忘不了您对我的恩情、您对我的影响。",记对我影响最大的一个人,95.0
qinglihou_200307109523200214.txt,"随着科技发展，发明很多种农药。在农作物的生长过程中，使用量越来越多。结果，受到环境污染而有害于人的健康。但停止使用农药，产量会降低。结果，影响到饥饿的人。那怎么解决才好呢？
我们为什么开始用农药？这就是为了我们。为了比以前多的产量，为了改善生活，人们自己发明。所以，如果农药害人的话，应该吃“绿色食品”是第一位的。
对人来说，最重要的是健康。我们应该发明农作物的新方法。
总之，有环境才有人类。
",绿色食品与饥饿,50.0
qinglihou_200510302523100137.txt,"现代生活当中，我们经常可以听见流行歌曲看电视中听到，还有在饭馆里面吃饭的时候听到，因为对人们流行歌曲很大的影响。
我认为流行歌曲好像人心一样，人的心情不好的时候，听好的歌曲就越来越好，如果听不好的歌曲，就人心情更不好，这样的时候，我可以看，一个方面好，还有一个方面不好。
首先说，第一个好的方面。好的方面是，有些人特别喜欢流行歌曲，那样的人是歌迷
比如说，我有一个好朋友。他是真正的流行歌迷，出来新的流行歌曲的时候，他马上就买那个新的流行歌曲。他只要听到歌曲就变得很好，如果发生不好的时候，也听歌曲就好了。还有，现在世界经济发展越来越快，平民的生话水平提高，随之，流行歌曲的发展也越来越快。都可以专副，是我的一个好朋友的想法
第二个不好方面，我不喜欢流行歌曲，为什么不喜欢流行歌曲，因为我原来不喜欢歌曲流行歌曲，旧的歌曲，新的歌曲，都不喜欢
我就喜欢运动，有的时候，可以听，但是不喜欢，再比如说，看电视，还有看我的朋友时他们自己满意，但，我觉得这只是玩的。有的时候可以听但是，生活当中还有上课时听歌曲时，怎么办？所以，我不喜欢流行歌曲，小孩子时候，一般孩子都喜欢流行歌曲。这样可以，但是，我觉得，流行歌曲不好的时候，怎么办
总之，好时好，一个好时不好，",我看流行歌曲,50.0
qinglihou_200405680519250032.txt,"“吸烟危害健康”过个口号是大家耳熟能详的，有关反烟运动的标语及广告更是琳琅满目。但是，究竟有多少人能够去了解及实践呢？吸烟不但影响吸烟者本身，而且也殃及了公众。因此，吸烟并非只牵涉到个人健康、而是关乎到整个周围的群众的利益！
对个人来说，吸烟会影响健康，包括内在与外在。内在的健康影响是，吸烟会导致病痛，例如肝癌、肺癌、喉癌等等。而外在的影响则是外在健康形象的影响，如牙齿发黄、指甲发黄等。而且众所周知，上述的病症多属绝症。虽说“一烟在手，快乐似神仙”，那么，吸烟者可曾想过，当着神仙的同时，其实脚下踩着的是一条“不归路”啊！
吸烟者自己吞烟吐雾也罢，但问题是，他们同时也在让身边人吸着二手烟。而且，吸二手烟者受到的危害是更甚于吸烟者本身的。这，就是吸烟对公众利益的影响。除此之外，吸烟族也是市容的破坏族。吐出了污染空气的烟也罢，他们竟还造成了环境的污染。地上、垃圾桶周围、巴士上、电影院等场所所看到的烟灰、烟蒂及烟盒不也是最好的证明吗？一个健康及卫生的居住环境是不该容下这些“污染物”的。
因此，吸烟的朋友们，请不要再做这种损人损已的事情了，停止吸烟吧！",吸烟对个人健康和公众利益的影响,95.0
qinglihou_200307217525200012.txt,"随着人们的生活提高,人们越来越关心对身体好处的东西。最近在发达国家流行着吃“绿色食品”。虽然这样的食品比一般的贵一些，但是为了健康人们不抠门买这个。如果我买吃的东西时，看到绿色食品的话，就想买这个。
不过这种情况只是在发达国家发生，但是在别的国家有很多吃不上的人，甚至因不能吃而死的人。在这样的地区，我觉得还是不挨饿是最重要的。虽然吃被使用化肥和农药的东西对身体有很多坏处，不过我们每天吃也身体健康、没问题，所以我觉得用化肥的东西也可以吃。我们应该考虑不是吃好东西，而是怎么样才能世界各地的人吃得饱。我们先解决这个问题，然后享受吃的东西。不过要注意的是对身体真的不好的食品也不应该生产。吃了这个以后，死的话也没有用。
我们努力把要发明对身体有好处、产量也很多的东西。
",绿色食品与饥饿,60.0
qinglihou_200405109523100603.txt,"全世界为吸烟问题采取了很多措施，目前最常用的制度就是惩罚制度。
不健康，而吸烟者抽烟时给非吸烟者更坏的健康影响。
各国为了非吸烟者的健康，已实施了上面所讲的惩罚制度。
打个比方，韩国已经实施这项制度数年了。刚开始这项制度给吸烟者带来了很大的不便，不过过了数年这项制度给吸烟者、非吸烟者带来了很大的变化。所谓自由感是指在公共场所包括大街，公议等等以前不爱吸烟味也不得不就得吸，但现在已有了明确的规定，在公共场所里不再用吸烟味了。
其实吸烟比烟味更有对身体坏处。
我们应当维护别人的利益和以健康为第一。",吸烟对个人健康和公众利益的影响,65.0
qinglihou_199312123525200402.txt,"我看见贵公司的招聘，想参加贵公司的工作。我要当导游，我是日本人，女，现在29岁，身体健康，表达力有把握，已经大学毕业了。相貌呢？请您亲眼看一下。我也有经验。以前，在日本国际交流公司做过导游工作。北京、上海、广州、桂林、西安、成都、洛阳、南京等等，中国的主要大城市都很熟悉。而且我在大学时专门学习中国历史。对中国古迹的历史很有把握。我能向顾客介绍中国的悠久历史和历代王朝的故事。再说，对中国少数民族也有兴趣。许多外国顾客很喜欢参观中国少数民族那儿。我也有把握受到顾客的欢迎。我希望贵公司录用我。我一定会做大家都满意的工作。请您相信我。我以前做导游时得到A级的成绩。 这是公司的评价，也是顾客的评价。从这一点来看，我可以说受到相当高的评价。我现在还没结婚，所以我可以用我自己的全部时间、全部力量投入贵公司的工作。最后，这次招聘中没有写报酬方面的问题。我想知道贵公司的这方面的条件。我等贵公司的回信。再见。
祝
工作顺利
1993.12.20 
快乐家庭旅游公司李文先生",一封求职信,65.0
qinglihou_200307205525200173.txt,"我希世界上最重要的最宝贵的东西就是生命。生命不管富贵贫穷、每一个人都只有一个。不论自己的还是人家的都好好珍惜是对的。从这个观念来说，不挨饿是最重要的。但是受到化学污染的食物也会损害人的健康，不健康的东西也是对生命有害的。
我认为吃“绿色食品”不一定引起农作物的产量大降低,因为这个原因给有些人带来缺少粮食而挨饿。
因为“绿色食品”的价格比一般的农作物贵很多。成本贵所以农民的利益也应该多。为了解决农村的贫困问题,可以利用绿色食品的栽培。
贫困、挨饿是农村的问题，农作物也大部分在农村栽培。被化学污染受到副作用是城市的问题，愿意买绿色食品的人也城市人多，这两个问题好像有南北问题。
我觉得挨饿比绿色食品当然重要。但是化学污染的农作物也是人的生活里不需要的东西。为了解决挨饿的问题，还有农药问题我们应该重用“绿色食品……我希望“绿色食品”给我们城市人和农民带来美好的将来，美好的共存社会，
",绿色食品与饥饿,65.0
qinglihou_199604124525100069.txt,"我认为安乐死，这个绝对在法律上需要的。这是人和人的意见不一样，人和人的看法也不一样，尊敬人的生命，不要尊敬人的生命，这个观点的基础是一样的。那怎么一样呢？我说明一下儿我自己的看法，比如说已经不治之症的人以后也活着的话，对这个病人感到很可怜所以让别人杀死这个人。还有一种是他已经不治之症但是以后一定治好，这样想法的另外一个人，这个人的想法是他活着那肯定对病人幸福。我说的两个例子，他们都是对病人的好方面考虑，他们的行动不一样的。
我知道一个关于安乐死的事情，这是在法国法律上可是以后也没有治好的病人，那他的妻子或者父母，让他可以自杀的。我觉得这个想法真是对的。因为没希望的人，如果活着的话，别人有发生不好的事情。比如说，病人一定要有很多很多看病的钱，那另外这个人可能变得贫乏所以我同意法国的法律。
最后说农村发生的事情，在我看来很可怜的。",如何看待“安乐死”,50.0
